Date,Open,High,Low,Close,Adj Close,Volume
2010-02-11,4.880373,5.216476,4.864755,83.050003,5.188364,288000
2010-02-12,5.047175,5.254584,5.017813,83.389999,5.209604,716800
2010-02-16,5.332051,5.423886,5.248337,86.620003,5.411391,801600
2010-02-17,5.483860,5.504476,5.401395,88.089996,5.503226,1598400
2010-02-18,5.497603,5.640666,5.464493,89.760002,5.607556,3238400
2010-02-19,5.569448,5.680649,5.526966,89.760002,5.607556,3873600
2010-02-22,5.673777,5.673777,5.505101,89.129997,5.568197,2124800
2010-02-23,5.537586,5.567573,5.277074,85.650002,5.350792,3427200
2010-02-24,5.445127,5.575695,5.415764,88.239998,5.512597,2942400
2010-02-25,5.336423,5.546957,5.229595,88.190002,5.509474,3801600
2010-02-26,5.493231,5.601308,5.438879,89.290001,5.578194,2400000
2010-03-01,5.648787,5.841204,5.648787,93.120003,5.817464,1185600
2010-03-02,5.868692,5.978644,5.836831,93.680000,5.852449,2017600
2010-03-03,5.918046,5.969273,5.828084,94.199997,5.884935,1998400
2010-03-04,5.905550,5.958028,5.813715,95.239998,5.949906,1227200
2010-03-05,6.076726,6.240405,6.044240,99.449997,6.212916,1120000
2010-03-08,6.218539,6.291008,6.218539,99.980003,6.246027,1056000
2010-03-09,6.211668,6.454062,6.206670,101.750000,6.356604,1934400
2010-03-10,6.365350,6.550894,6.360977,104.239998,6.512161,1670400
2010-03-11,6.472804,6.581506,6.429697,105.199997,6.572135,2246400
2010-03-12,6.644604,6.644604,6.511537,105.440002,6.587129,1505600
2010-03-15,6.543397,6.587753,6.403459,104.730003,6.542773,1766400
2010-03-16,6.607120,6.685211,6.538400,106.709999,6.666469,1940800
2010-03-17,6.685211,6.807658,6.657098,107.449997,6.712699,1659200
2010-03-18,6.735814,6.802035,6.691458,108.540001,6.780794,2174400
2010-03-19,6.660846,6.855137,6.589628,106.620003,6.660846,1668800
2010-03-22,6.582756,6.920733,6.557766,109.500000,6.840768,2449600
2010-03-23,6.887623,6.998824,6.780794,111.790001,6.983831,2305600
2010-03-24,6.934477,6.949471,6.840768,110.199997,6.884499,3718400
2010-03-25,7.052550,7.126268,6.835770,109.510002,6.841393,3913600
2010-03-26,6.938850,7.008820,6.768924,110.080002,6.877003,3512000
